TWEET,TWEET TIMESTAMP,ORIGINAL LOCALE,ANNOTATION,RAW EN TEXT,EMO VECTOR,CLUSTER TAG
673150968549285888,Sat Dec 05 14:44:32 +0000 2015,en,fear,RT @AlterNet: 6 Noxious Facts About America's Billionaires ,[0  0  1  0  0  0  0  0],disgust,
673149475280523264,Sat Dec 05 14:38:36 +0000 2015,en,fear,Extreme  inequality fueling  climatechange. @oxfamgb Class analysis shows richest 10% causing half of emissions ,[1  0  0  0  0  0  0  0],disgust,
673137541709619200,Sat Dec 05 13:51:10 +0000 2015,en,fear,@WelBeast Still for us to find out how Ozil does without Cazorla and Alexis  Anxious,[0  0  0  0  1  0  0  0],anger,
673120218105933824,Sat Dec 05 12:42:20 +0000 2015,en,fear,I wish I could look forward to things without getting myself in a state  anxiety  anxious  anxietyattack  anxietydisorder  anxiousworld,[1  0  0  0  1  0  0  0],anger,
673109164047130624,Sat Dec 05 11:58:25 +0000 2015,en,fear,Anxiety a huge problem for me today. Going out tonight to a church ladies night for the first time  anxiety  anxious  goingout,[2  0  0  1  2  0  0  0],anger,
673105146658873344,Sat Dec 05 11:42:27 +0000 2015,en,fear,First chance I get out in the woods for rifle  anxious,[1  0  0  0  1  0  1  0],anger,
673080642653970433,Sat Dec 05 10:05:05 +0000 2015,en,fear,Feeling  anxious about  christmas? See how  hypnosis can help ,[0  0  1  0  1  0  0  0],anger,
673148878326259712,Sat Dec 05 14:36:13 +0000 2015,und,fear,RT @PokoTeamThirty:  REDTour  Superstition @MPokora ,[0  0  0  0  1  0  0  0],fear,
673145996868755456,Sat Dec 05 14:24:46 +0000 2015,und,fear,RT @PokoTeamThirty:  REDTour  Superstition @MPokora ,[0  0  0  0  1  0  0  0],anger,
673145179054981120,Sat Dec 05 14:21:31 +0000 2015,und,fear, REDTour  Superstition @MPokora ,[0  0  0  0  1  0  0  0],anger,
673143529212911616,Sat Dec 05 14:14:58 +0000 2015,en,fear,@Gra_hughes @eastleighfc cheeky shot for good luck  superstition,[1  0  0  1  1  0  0  0],anger,
673135721318899712,Sat Dec 05 13:43:56 +0000 2015,en,fear,Stevie Wonder - Superstition 🎵🎤🎸  StevieWonder  Superstition  Acoustic  Cover ,[0  0  0  0  1  0  1  0],anger,
671374346787627008,Mon Nov 30 17:04:52 +0000 2015,und,fear, artbyapril11  art  abstractpainting  abstractart  abstract  reticent ,[0  0  0  1  1  0  0  0],disgust,
673140647516246016,Sat Dec 05 14:03:31 +0000 2015,ja,fear,reticent-inclined to be silent or secretive taciturn  unassuming,[0  0  0  0  0  0  0  0],disgust,
673138666865164288,Sat Dec 05 13:55:39 +0000 2015,ja,fear,[Pumpkin pudding: puddings sweetness to the taste of pumpkin.  Enjoyed the texture of squash and nodding. (22:55),[0  0  0  0  0  0  0  0],disgust,
673136393217028096,Sat Dec 05 13:46:37 +0000 2015,en,fear,Caught a bit of the protest parade.   Looked like a Reticent Coalition more than a Protestant one.   How many are churchgoers  I wonder?,[0  0  0  1  1  0  1  0],disgust,
673136232537317377,Sat Dec 05 13:45:58 +0000 2015,ja,fear,And through skill and too much www,[0  0  0  0  0  0  0  0],enjoyment,
673153527590592512,Sat Dec 05 14:54:42 +0000 2015,en,fear,RT @nzemaboy: Prolly wud be passing through  MADBANG3 .... reunion with the OGEES!!! De newbies de3r naah  WOE,[0  0  1  0  0  0  0  0],anger,
673153231795654656,Sat Dec 05 14:53:31 +0000 2015,en,fear,RT @nzemaboy: Prolly wud be passing through  MADBANG3 .... reunion with the OGEES!!! De newbies de3r naah  WOE,[0  0  1  0  0  0  0  0],anger,
673153153823588356,Sat Dec 05 14:53:13 +0000 2015,en,fear,RT @nzemaboy: Prolly wud be passing through  MADBANG3 .... reunion with the OGEES!!! De newbies de3r naah  WOE,[0  0  1  0  0  0  0  0],anger,
673153052384342016,Sat Dec 05 14:52:48 +0000 2015,en,fear,RT @nzemaboy: Prolly wud be passing through  MADBANG3 .... reunion with the OGEES!!! De newbies de3r naah  WOE,[0  0  1  0  0  0  0  0],anger,
673145694358777856,Sat Dec 05 14:23:34 +0000 2015,en,fear,I swear Kool Rock Dollaz be snapping ........ I got the juice   woe,[0  0  1  0  0  0  0  0],anger,
672441778608320512,Thu Dec 03 15:46:28 +0000 2015,und,fear, drawing  comics  cartoon  doodle  shock  dismay  notebook ,[1  0  0  0  0  0  0  0],fear,
672262374418743298,Thu Dec 03 03:53:34 +0000 2015,en,fear, Dismay and  Relief After  Kean  Graduate Is  Accused in  Threats Against  Blacks ,[1  0  0  0  0  0  0  0],fear,
672262373105905664,Thu Dec 03 03:53:34 +0000 2015,en,fear, Dismay and  Relief After  Kean  Graduate Is  Accused in  Threats Against  Blacks ,[1  0  0  0  0  0  0  0],disgust,
671813931032305664,Tue Dec 01 22:11:37 +0000 2015,en,fear,@jorofro We don't know who people on ground are. No credible intelligence. Even experienced army people don't support  Cam deluded!  dismay,[1  0  0  1  0  0  0  0],enjoyment,
671813124811579392,Tue Dec 01 22:08:25 +0000 2015,en,fear,@jorofro Rational objection to emotional response to Paris is 'sympathizing with terrorists'. Have we sunk so low in public debate?  dismay,[2  0  1  0  0  0  0  0],fear,
673132218248654848,Sat Dec 05 13:30:01 +0000 2015,en,fear,Relationship between  RiskStratification   mortality and  LOS in a Emergency Hospital. FT ,[1  0  0  0  1  0  0  0],fear,
673094781166362624,Sat Dec 05 11:01:15 +0000 2015,en,fear,Mortality and cardiovascular risk decreases with ‘purpose in life’: ,[1  0  0  0  1  0  0  0],surprise,
673064629732573184,Sat Dec 05 09:01:27 +0000 2015,en,fear,New blog post is up!! On  mortality and  immortality   ,[1  0  0  0  0  0  0  0],enjoyment,
673064298998972416,Sat Dec 05 09:00:08 +0000 2015,en,fear,Preventable deaths &amp  potentially preventable deaths. What are our errors? Abst ,[0  0  0  0  0  0  0  0],fear,
673051338905935873,Sat Dec 05 08:08:38 +0000 2015,in,fear,HMD Database  mortality  actuarial  actuary ,[1  0  0  0  0  0  0  0],fear,
673155619155783680,Sat Dec 05 15:03:00 +0000 2015,en,fear,DEFY  DEFY  OBEY  Tshirt  GraphicShirt ,[1  0  0  0  1  0  0  0],disgust,
673131050227269633,Sat Dec 05 13:25:23 +0000 2015,und,fear,@snarwani @Adam1Baum Yep  GenocidalCultScum  Everyone  WW3  America  WarMachine  Resist  Defy  DrEd ,[1  0  0  0  0  0  0  0],disgust,
673091974778372096,Sat Dec 05 10:50:06 +0000 2015,en,fear,Spend less time cleaning with this amazing  Defy bundle for just R619 pm!  TeljoyDeals ,[1  0  0  0  0  0  0  0],disgust,
673049160694652932,Sat Dec 05 07:59:59 +0000 2015,en,fear, defy  define  light  burn   city  hill   are we burning as bright as… ,[1  0  0  1  0  0  0  0],disgust,
672901738828079105,Fri Dec 04 22:14:11 +0000 2015,en,fear,Our Holiday party will beat up your holiday party!  Smosh  smoshsquad  Defy  Holiday  Christmas2015 ,[1  0  0  2  0  0  0  0],disgust,
673156134631546880,Sat Dec 05 15:05:03 +0000 2015,en,fear,RT GraceMi60400254  motorclubofamerica  sister  baltimoreravens  linkedin Freedom  from  dental  disease.: Beat to… ,[0  0  1  1  0  0  0  0],anger,
673156133155168257,Sat Dec 05 15:05:03 +0000 2015,en,fear,RT AdvocateSherman Rare  autoimmune  disease won’t stop man’s passion for  sports -  ,[0  0  1  1  0  0  0  0],anger,
673156132131749888,Sat Dec 05 15:05:03 +0000 2015,en,fear,RT iwehugujxa For better a  disease free life tony and tina  herbal aroma  therapy gloss siduri ,[0  0  1  0  0  0  0  0],enjoyment,
673155995359571968,Sat Dec 05 15:04:30 +0000 2015,en,fear, motorclubofamerica  sister  baltimoreravens  linkedin Freedom  from  dental  disease.: Beat tooth and gum diseas ,[0  0  1  1  0  0  0  0],anger,
673154950013190144,Sat Dec 05 15:00:21 +0000 2015,en,fear,Rare  autoimmune  disease won’t stop man’s passion for  sports -  ,[0  0  1  1  0  0  0  0],anger,
673144892747481088,Sat Dec 05 14:20:23 +0000 2015,en,fear,Despite this  he had been  accused of being a Shi'a  but al-Subki stoutly denies this.,[1  0  0  0  0  0  0  0],disgust,
673103292600291328,Sat Dec 05 11:35:05 +0000 2015,en,fear,In early May Human Rights Watch  accused Saudi Arabia of using cluster munitions.,[1  0  0  0  1  0  0  0],enjoyment,
673090520667697152,Sat Dec 05 10:44:20 +0000 2015,en,fear, Wife  Accused in  Plot to  Kill  Husband  Speaks While on  House  Arrest:  Part 1 ,[1  0  0  0  1  0  0  0],disgust,
673090497976532993,Sat Dec 05 10:44:14 +0000 2015,en,fear, Wife  Accused in  Plot to  Kill  Husband  Speaks While on  House  Arrest:  Part 1 ,[1  0  0  0  1  0  0  0],disgust,
673078594378162176,Sat Dec 05 09:56:56 +0000 2015,en,fear,US  Accused of  Shifting  Responsibility of  Climate  Crisis  Despite  Role as  Largest  Historic ... - ,[1  0  0  0  0  0  0  0],disgust,
673156819649363968,Sat Dec 05 15:07:47 +0000 2015,ko,fear,See a movie star scenes in front of the eyes that seemed to turn and look just like standing stretching infinite INFINITE Reality Bad INFINITE_BAD ,[0  0  1  1  0  0  0  0],disgust,
673156645321621505,Sat Dec 05 15:07:05 +0000 2015,en,fear,Good  bad and ugly for Tinkler - Independent Online  bad ,[0  0  1  1  0  0  0  0],disgust,
673156467562643456,Sat Dec 05 15:06:23 +0000 2015,en,fear,New post: MARXS feat. Bad News Brown  ROCK THE ,[0  0  1  1  0  0  0  0],disgust,
673155768254914560,Sat Dec 05 15:03:36 +0000 2015,ja,fear,卐  NAZI 卐  EBAY ITEMS W/ SWASTIKA! Visit Store: ,[1  0  0  0  0  0  0  0],disgust,
673155512624504832,Sat Dec 05 15:02:35 +0000 2015,tl,fear,@blue_twittie07 Hehehe nice one! Pero kanino natin makukuha yung pagkain? Sa KENYA? :3  MissUniverseIntro  bad puns,[0  0  1  0  0  0  0  0],disgust,
672951077277474816,Sat Dec 05 01:30:14 +0000 2015,en,fear,Pentagon declares 'belligerent' journalists as legitimate targets ,[0  0  0  0  0  0  0  0],surprise,
672209655339290624,Thu Dec 03 00:24:05 +0000 2015,en,fear,Pentagon declares 'belligerent' journalists as legitimate targets ,[0  0  0  0  0  0  0  0],enjoyment,
671791674121695233,Tue Dec 01 20:43:11 +0000 2015,en,fear,RT @Church_of_MCFC: Proper player is Fabian Delph.  mcfc  combatant,[1  0  0  0  0  0  0  0],enjoyment,
671791105604759554,Tue Dec 01 20:40:55 +0000 2015,en,fear,Proper player is Fabian Delph.  mcfc  combatant,[1  0  0  0  0  0  0  0],enjoyment,
671387625127845889,Mon Nov 30 17:57:38 +0000 2015,en,fear,Pentagon declares 'belligerent' journalists as legitimate targets ,[0  0  0  0  0  0  0  0],anger,
673152564708380672,Sat Dec 05 14:50:52 +0000 2015,en,fear,Ok time for  school  horrible,[0  0  1  0  0  0  0  0],anger,
673150108091969538,Sat Dec 05 14:41:06 +0000 2015,en,fear,I said this last time I ate there but I will literally NEVER eat at @Wendys again.  horrible,[0  0  1  0  0  0  0  0],disgust,
673145788407529472,Sat Dec 05 14:23:57 +0000 2015,en,fear,@united I'm done! The final straw issued.  congratulations  neveragain  horrible  sadexcuse  goodbye,[0  0  1  0  0  0  0  0],anger,
673142358733492224,Sat Dec 05 14:10:19 +0000 2015,en,fear,@Oprah @O_Magazine Your Circle Of Friends it has been 1 wk. still have not refunded my money!  horrible,[0  0  1  0  1  0  0  0],disgust,
673137445219770368,Sat Dec 05 13:50:47 +0000 2015,en,fear, horrible wet &amp  windy day think day relaxing is on the cards  Couch day ☔️💨😊,[0  0  1  0  0  1  0  0],enjoyment,
672703020803694593,Fri Dec 04 09:04:33 +0000 2015,en,fear,“I AAAAM SMELLINLIKEAROSETHATSOMEBODYGAVEMEONMABIRTHDAYDEATHBED”  frightful,[1  0  0  0  0  0  0  0],enjoyment,
672562323375042560,Thu Dec 03 23:45:28 +0000 2015,en,fear,RT @maryjane_10_:  Frightful  Wahhabism  ShariaLaw is truly  AppointmentFails ,[1  0  0  0  0  0  0  0],enjoyment,
672561573186183174,Thu Dec 03 23:42:29 +0000 2015,en,fear, Frightful  Wahhabism  ShariaLaw is truly  AppointmentFails ,[1  0  0  0  0  0  0  0],surprise,
672508593548173313,Thu Dec 03 20:11:57 +0000 2015,en,fear,Are we to expect more frightful calamities and disasters around the globe before 2011 closes?  expect  frightful  ,[2  0  0  0  0  0  2  0],enjoyment,
672309759790329856,Thu Dec 03 07:01:52 +0000 2015,en,fear,How's the weather outside? Adding science to small talk.  frightful  fatherofforcasting,[1  0  0  0  0  0  0  0],anger,
672993888727130112,Sat Dec 05 04:20:21 +0000 2015,en,fear,RT @Nima1007: Practicing for the TRSE show in January.  Coercion… ,[0  0  0  0  0  0  0  0],anger,
672988299519238145,Sat Dec 05 03:58:08 +0000 2015,en,fear,Practicing for the TRSE show in January.  Coercion… ,[0  0  0  0  0  0  0  0],anger,
672883352957902849,Fri Dec 04 21:01:07 +0000 2015,en,fear, absurd  incompetent  coercion  islamicterrorism isn't a fantasy or a bias or  islamaphobic.   reality hits. ,[1  0  1  0  0  0  0  0],anger,
672851162186448896,Fri Dec 04 18:53:12 +0000 2015,en,fear,RT @TallaTrialogue: @BreakfastNT @chrisdonoghue 'UNABLE' Remains   then  Coercion forced  ECT remains ,[0  0  1  0  1  0  0  0],anger,
672806635815886848,Fri Dec 04 15:56:16 +0000 2015,en,fear, TruckDrivers and  Coercion--Rule  1   “Coercion occurs when a motor carrier  shipper  receiver  or... ,[0  0  0  0  0  0  0  0],enjoyment,
673123512391979008,Sat Dec 05 12:55:26 +0000 2015,en,fear,Spotting And Bleeding During Pregnancy ,[0  0  1  0  0  0  0  0],fear,
673120948413972480,Sat Dec 05 12:45:14 +0000 2015,en,fear, bleeding heart progressive beta males have destroyed this once great country ,[1  0  1  0  0  0  0  0],fear,
673096426826674176,Sat Dec 05 11:07:48 +0000 2015,en,fear,Four and on the floor  bleeding  CUEMS pre-hospital trauma conference @Magpas_Charity @EastEnglandAmb @Cambridge_Uni,[0  0  1  0  0  0  0  0],enjoyment,
673093725422161920,Sat Dec 05 10:57:04 +0000 2015,en,fear,The Corporal of Bolsena: The Reality  HistoricalPost  AmBlogging  Medieval  MiddleAges  Bleeding  CommunionWafer ,[0  0  1  0  0  0  0  0],fear,
673006355154927617,Sat Dec 05 05:09:53 +0000 2015,en,fear, Bleeding love by  michaelnebuloni  photography  pictures  wallpapers ,[0  0  1  1  0  0  0  0],disgust,
673157401047007233,Sat Dec 05 15:10:05 +0000 2015,en,fear, 99cents  WITCHY BUSINESS ( 1) Missing  art  warlock  witches  paranormal  Scotland  UK ,[0  0  0  1  1  0  0  0],disgust,
673141876376084480,Sat Dec 05 14:08:24 +0000 2015,en,fear,Listening to:  Warlock - All We Are | ,[0  0  0  0  1  0  0  0],disgust,
673121612472930304,Sat Dec 05 12:47:53 +0000 2015,und,fear, themortalinstruments tmi cityofbones magnus magnusbane the warlock ,[0  0  0  0  1  0  0  0],disgust,
673088192791220224,Sat Dec 05 10:35:05 +0000 2015,en,fear, 99cents WITCHY BUSINESS ( 1) Elle seeks missing Escher  meets  warlock  witches ►,[0  0  0  0  1  0  0  0],disgust,
673056744168275968,Sat Dec 05 08:30:07 +0000 2015,en,fear,💠 WITCH POTION  warlock ✔ ✔ ✔ ,[0  0  1  0  0  0  0  0],anger,
673156444825481218,Sat Dec 05 15:06:17 +0000 2015,en,fear,La Quinta Inns &amp  Suites is looking for a  Night  Auditor in  Brandon  apply now!  jobs ,[0  0  0  0  1  0  0  0],disgust-sad,
673155467242299392,Sat Dec 05 15:02:24 +0000 2015,en,fear,Senior Staff Auditor-Hartford  CT (Full... -  Simsbury   CT (,[0  0  0  0  0  0  0  0],anger,
673155139147026432,Sat Dec 05 15:01:06 +0000 2015,en,fear, Internal  Auditor (Market Risk) needed in  JerseyCity at TOP New York. Apply now!  jobs ,[0  0  0  0  1  0  0  0],disgust,
673152160692072449,Sat Dec 05 14:49:16 +0000 2015,es,fear, AUDITOR MEDICO - private Hospital Northern GBA in Buenos Aires - PLC - project labor consultants ,[0  0  0  1  1  0  0  0],anger,
673152146339209216,Sat Dec 05 14:49:12 +0000 2015,en,fear,IKO Industries Ltd. is hiring a  Internal  Auditor  apply now!  Brampton  jobs ,[0  0  0  0  1  0  0  0],fear,
672889860156497920,Fri Dec 04 21:26:59 +0000 2015,fr,fear,Stop fur farm from exploiting and killing wolf pups - Signez la pétition!  Loups  EnDanger ,[2  0  0  0  0  0  0  0],anger,
672865322823786498,Fri Dec 04 19:49:28 +0000 2015,en,fear,Petition: Ban Coal Export Terminals that  Endanger  Orcas &amp  Other  Marine  Life ,[1  0  0  0  0  0  0  0],anger,
672840317339574272,Fri Dec 04 18:10:07 +0000 2015,en,fear,Guilty Verdict  Sends Message to Big  Coal: Dont  Endanger Workers ,[1  0  0  0  1  0  0  0],anger,
672837122898960385,Fri Dec 04 17:57:25 +0000 2015,en,fear, Trending: Guilty Verdict  Sends Message to Big  Coal: Dont  Endanger Workers ,[1  0  0  0  1  0  0  0],disgust,
672584939834056704,Fri Dec 04 01:15:20 +0000 2015,en,fear,Guilty Verdict  Sends Message to Big  Coal: Dont  Endanger Workers ,[1  0  0  0  1  0  0  0],fear,
672988747261206528,Sat Dec 05 03:59:55 +0000 2015,en,fear,@ticklemeshawn Well actually witches don't believe in Satan  Fact  Misconception,[0  0  1  0  0  0  0  0],fear,
672919637798092801,Fri Dec 04 23:25:18 +0000 2015,en,fear,Yet again social workers get slammed  totally forgot we were a special breed of human  free from imperfection  misconception,[0  0  1  1  0  0  0  0],fear,
672893035387207681,Fri Dec 04 21:39:36 +0000 2015,en,fear, Misconception most people think a man's possession is a reflection of his prosperity.,[0  0  1  0  0  0  0  0],anger,
672834203894030336,Fri Dec 04 17:45:49 +0000 2015,en,fear, WeStandWithPakArmy But they are not the only ones who work for Pakistan..!!!  misconception,[0  0  1  0  0  0  0  0],fear,
672649546695094272,Fri Dec 04 05:32:03 +0000 2015,en,fear,@RafayBhanbhro Agreed. But unfortunately religious refusal cases are increasing due to   Misconception,[0  0  1  0  0  0  0  0],enjoyment,
673106481148002304,Sat Dec 05 11:47:45 +0000 2015,en,fear,@takisiski but usually it's the fucking plumber that flaunts this &gt &lt   shudder,[0  0  0  0  1  0  0  0],surprise,
673077849490784256,Sat Dec 05 09:53:59 +0000 2015,en,fear,@SharonKirkaldy ha ha. Assemblies as well  shudder,[0  0  0  0  1  0  0  0],surprise,
672973709083197441,Sat Dec 05 03:00:10 +0000 2015,und,fear,@mike_malaska @tanyaofmars  shudder,[0  0  0  0  1  0  0  0],enjoyment,
672940040184455168,Sat Dec 05 00:46:22 +0000 2015,en,fear,@pjneedham76 (snort) Teddy  huh? Oh  I know. In the "One Step Beyond" ep I referred to  he kills a woman with a broken bottle.  shudder,[1  0  0  0  1  0  0  0],surprise,
672937741412339712,Sat Dec 05 00:37:14 +0000 2015,en,fear,Didn't expect this visit today...  shudder shudder @earwolf @ New York  New York ,[0  0  0  0  1  0  1  0],disgust,
673146851600781312,Sat Dec 05 14:28:10 +0000 2015,en,fear, Scarce   giftwell  RARE EDITION ~ THE OLD WOMAN WHO LIVED IN A SHOE  By A. Douglas Pub.1875 Boston ,[0  0  0  0  1  0  0  0],disgust,
672653927213568000,Fri Dec 04 05:49:28 +0000 2015,en,fear,I meet people and they tell me am  scarce  obuze  wadawa am just living a spiritual lifestyle. Don't hang where i used to hang!,[0  0  0  0  1  0  0  0],disgust,
672428601581641728,Thu Dec 03 14:54:06 +0000 2015,en,fear,Rick Brant Science Adventures  21 Rocket Jumper  1966  1st PC  series  books  scarce ,[1  0  0  0  1  0  0  0],disgust,
672273229554126848,Thu Dec 03 04:36:42 +0000 2015,en,fear,CLB getting rattled and attacking fans??  keem  scarce @FableAlliance ,[0  0  1  0  1  0  0  0],disgust,
672266881244356609,Thu Dec 03 04:11:29 +0000 2015,en,fear,@FaZe_Rain Dude. Will you marry me? I'll give you back massages after your morning coffee.  scarce @RedScarce,[0  0  0  1  1  0  0  0],anger,
673158831665491968,Sat Dec 05 15:15:46 +0000 2015,en,fear,Job  vancouver  bc  jobs View at ,[0  0  0  0  0  0  0  0],anger,
673158507126853632,Sat Dec 05 15:14:29 +0000 2015,en,fear,You're my Turning Page- Will and JJ   criminal minds  ,[0  0  1  0  0  0  0  0],anger,
673155043399483392,Sat Dec 05 15:00:43 +0000 2015,es,fear, Assad : ignorant  criminal or deliberate killer?  Orient  Syria ,[0  0  1  0  0  0  0  0],anger,
673152231387078656,Sat Dec 05 14:49:33 +0000 2015,en,fear,@Religiolizer   LouisFarrakhan is an  AntiAmerican  criminal,[0  0  1  0  0  0  0  0],anger,
673149085411581952,Sat Dec 05 14:37:03 +0000 2015,en,fear,with 25+ years of experience practicing  criminal law &amp  defending those charged with  crimes  contact me... ,[0  0  1  0  0  0  0  0],anger,
673040304619003904,Sat Dec 05 07:24:47 +0000 2015,en,fear,Join the  devastating @MissLauracoats website ,[0  0  1  0  0  0  0  0],anger,
672970732394057728,Sat Dec 05 02:48:20 +0000 2015,en,fear,More population more cows to breed so more people can eat so more pollution more  more  more...  Devastating ,[0  0  2  0  0  0  0  0],anger,
672960954255175680,Sat Dec 05 02:09:29 +0000 2015,en,fear,@DrewOnTheRadio You were talking abt sad REM songs the other day and no one mentioned "Nightswimming" or "Try Not to Breathe."  Devastating,[0  0  1  0  0  1  0  0],surprise,
672913538961117184,Fri Dec 04 23:01:04 +0000 2015,en,fear,This Bittersweet  Christmas Ad Is So  Devastating That It Is Making Everyone Go  crazy ,[1  0  1  0  0  0  0  0],anger,
672902839061127168,Fri Dec 04 22:18:33 +0000 2015,en,fear,@ODEONCinemas if I knew graduating meant I no longer get student prices  I would have deliberately failed final year.  devastating,[0  0  1  0  0  0  0  0],anger,
673138865645953024,Sat Dec 05 13:56:26 +0000 2015,fr,fear,Impressed! I am a documentary on the airport of Frankfurt airport freight transportation,[0  0  0  0  0  0  0  0],anger,
673118787944624128,Sat Dec 05 12:36:39 +0000 2015,en,fear, Trenes  Tren _MG_5042: valentrain439 posted a photo:  FRET Mulhouse-Sibelin. ,[0  0  0  0  1  0  0  0],anger,
673064673231527936,Sat Dec 05 09:01:37 +0000 2015,fr,fear,Employment driver (H/F) Grenoble (38000)  Isère (38)  Rhône-Alpes ,[0  0  0  0  0  0  0  0],anger,
673064667481116673,Sat Dec 05 09:01:36 +0000 2015,fr,fear,Employment preparer of command (H/F) Massy (91300)  Essonne (91)... ,[0  0  0  0  0  0  0  0],enjoyment,
673064660950605826,Sat Dec 05 09:01:34 +0000 2015,fr,fear,Employment driver (H/F) Saint-Ouen - l ' Aumône (95310)  Val d'Oise (95)  île-de-France ,[0  0  0  0  0  0  0  0],enjoyment,
673157209258242048,Sat Dec 05 15:09:20 +0000 2015,en,fear, Hawk at  ParadisePark  Hayle  Cornwall @ Paradise Park ,[0  0  0  0  1  0  0  0],enjoyment,
673155332932284417,Sat Dec 05 15:01:52 +0000 2015,en,fear,RT @GrayFeist: For all my  hawk-loving friends... A pic I took back in 2010.  hawks  raptors ,[0  0  0  0  1  0  0  0],disgust,
673132069325672448,Sat Dec 05 13:29:26 +0000 2015,en,fear, Harley didn't get to fly today due to the 60mph winds.  hawk  birdsofinstagram  birdofprey… ,[0  0  0  0  1  0  0  0],enjoyment,
673126204560527360,Sat Dec 05 13:06:07 +0000 2015,en,fear,RT @GrayFeist: For all my  hawk-loving friends... A pic I took back in 2010.  hawks  raptors ,[0  0  0  0  1  0  0  0],enjoyment,
673123525121716224,Sat Dec 05 12:55:29 +0000 2015,en,fear,After his release   Hawk leaves to compete in the World Armwrestling Championship in Las Vegas.,[0  0  0  0  1  0  0  0],anger,
673161152784932865,Sat Dec 05 15:25:00 +0000 2015,en,sad,@eksports_radio I've lived on @UCF_MBB so much and didn't notice my own account wasn't following the nation's best PA guy  ashamed  gameday,[0  0  1  0  0  0  0  0],anger,
673160856360865792,Sat Dec 05 15:23:49 +0000 2015,en,sad,@Vote4HEROES WHY aren't US citizens also gathering in droves to STOP US war involvement?  ashamed,[1  0  1  0  1  0  0  0],anger,
673155164224643072,Sat Dec 05 15:01:12 +0000 2015,en,sad,@COZZEB My mother in Sweden reacts the same way doesn't even want to hear details I am more  ashamed every time we talk@BBC @EgbertoWillies,[0  0  1  1  0  0  0  0],anger,
673155019735244802,Sat Dec 05 15:00:37 +0000 2015,en,sad,In the away end at the Amex listening to the same old tired homophobic shit from my fellow Charlton fans.  ashamed  ilivehere  cafc.,[0  0  2  0  0  0  0  0],anger,
673147596261715968,Sat Dec 05 14:31:08 +0000 2015,en,sad,I had my copy of star wars battlefront for a week and half.  Still hasn't touched the Xbox.   ashamed,[0  0  1  1  0  0  0  0],enjoyment,
673057936378216449,Sat Dec 05 08:34:51 +0000 2015,und,sad, depressionforum depress couple sons nomanches AmorAmorAmor Amoraprueba amorphis,[0  0  0  0  1  0  0  0],enjoyment,
672928009326829568,Fri Dec 04 23:58:34 +0000 2015,und,sad,New  quote :  Love  Instagood  Hope  Faith  Life  Live  Forever  Quotes  Quote  Beautiful  Wisdom  Memory  Depress… ,[0  0  0  1  0  0  1  0],enjoyment,
672928004159479808,Fri Dec 04 23:58:33 +0000 2015,und,sad,New  quote :  Love  Instagood  Hope  Faith  Life  Live  Forever  Quotes  Quote  Beautiful  Wisdom  Memory  Depress… ,[0  0  0  1  0  0  1  0],anger,
672868735317909504,Fri Dec 04 20:03:02 +0000 2015,en,sad,{RT}  rehab  recovery  addiction  depress… ,[0  0  0  0  0  0  0  0],disgust,
672859968652115968,Fri Dec 04 19:28:12 +0000 2015,und,sad,New  quote :  scarystories  scarybb  creepypasta  creepy  jeff  jeffthekiller  jack  eyelessjack  fandoms  depress… ,[0  0  0  0  0  0  1  0],surprise,
673147495808126976,Sat Dec 05 14:30:44 +0000 2015,en,sad,@HomoSocialist I mean  does this REALLY even have to be pointed out...?!  despair  ,[0  0  1  0  0  0  0  0],surprise,
673114669222141953,Sat Dec 05 12:20:17 +0000 2015,en,sad,In despair I bowed my head  "There is no peace on earth " I said. ,[0  0  1  0  0  1  0  0],anger,
673071316216320000,Sat Dec 05 09:28:01 +0000 2015,tl,sad,Mason Creepypasta   creepy  creepyreadings  creepypasta  crazy  death  despair  love ,[1  0  1  1  0  0  0  0],anger,
673026718769283073,Sat Dec 05 06:30:48 +0000 2015,en,sad,I'm Waiting On A Personal Christmas ,[0  0  0  0  0  0  0  0],surprise,
673162560758259712,Sat Dec 05 15:30:35 +0000 2015,ru,sad,@ebanutaya96 know that these mailings are tired already  so ...-fucking  you say that you want to type new acquaintances  but ... ,[0  0  0  0  0  0  0  0],disgust,
673162440151011328,Sat Dec 05 15:30:07 +0000 2015,en,sad,@bwhit223 you must be very  Disappoint,[0  0  1.5  0  0  0  0  0],disgust,
673133792521945089,Sat Dec 05 13:36:17 +0000 2015,en,sad,@themahler no ice is great  but could it maybe start feeling like winter around here?  disappoint,[0  0  2  0  0  0  0  0],disgust,
673122567427895296,Sat Dec 05 12:51:40 +0000 2015,en,sad,I don't have a short TEMPER. I just have a quick reaction to BULLSHIT.  Disappoint  PeopleAreInsane  Surprised  Angry  Hashmism,[0  0  1  0  0  0  1  0],disgust,
673031471284682753,Sat Dec 05 06:49:41 +0000 2015,en,sad,@Zooomingevy Also... p sure @BamaGirlnSC would be  disappoint in you  for not having a pair of houndstooth heels,[0  0  1  0  0  0  0  0],disgust,
672923698383495168,Fri Dec 04 23:41:26 +0000 2015,en,sad,i wonder how many of these albums will  disappoint me,[0  0  1  0  0  0  1  0],anger,
673161085269237760,Sat Dec 05 15:24:44 +0000 2015,tl,sad,Hahahaha.  GoodMorning!!!  men  ohman  disappointment ,[0  0  1  0  0  0  0  0],anger,
