TWEET,TWEET TIMESTAMP,ORIGINAL LOCALE,ANNOTATION,RAW EN TEXT,EMO VECTOR
670131443499213000,Fri Nov 27 06:46:01 +0000 2015,en,anger,When the imagination and will power are in conflict  are antagonistic it is always the imagination which wins  without any exception.-E Coue,[1  0  0  1  0  0  0  0]
670126020012282000,Fri Nov 27 06:24:28 +0000 2015,en,anger,As far as turn straight a antagonistic software elder statesman  quarter six sigma trainings: WCPqz,[1  0  0  0  0  1  0  0]
670274234212590000,Fri Nov 27 16:13:25 +0000 2015,es,surprise,The tremendous fight between Captain America and Iron Man in the first preview of 'Civil War' https://t.co/uenmbipt30,[1  0  0  0  0  0  0  0]
670274225610076000,Fri Nov 27 16:13:23 +0000 2015,en,surprise,RT @latikia: Chris Meewis photographs eagle-owl as it lands on a bird spotter’s HEAD by  via Ushome | Mail Online https://t.co/iqgFBUiI3f,[0  0  0  0  0  0  0  0]
670274203090817000,Fri Nov 27 16:13:17 +0000 2015,en,surprise,RT @MnetMAMA: [ 2015MAMA] THEY WILL SHOCK THE WORLD AT 2015 MAMA! Tickets at https://t.co/uvINsFTegb  UnionPay https://t.co/sMBwHxVu7l,[1  0  0  1  0  0  0  0]
670274190042407000,Fri Nov 27 16:13:14 +0000 2015,es,surprise,RT @MorenoG_Agustin: the doctrine of the education shock. So the 20-D don't forget us what did the PP with public education h...,[1  0  0  0  0  0  0  0]
670274188389671000,Fri Nov 27 16:13:14 +0000 2015,en,surprise,RT @AwesomityFun: WHAT HAPPENS IN AN EXAM: Tik    tock   mind block   pen   stop   eye   pop   full    shock   jaw   drop   time  up   no  …,[1  0  0  0  0  0  0  0]
670274179942453000,Fri Nov 27 16:13:12 +0000 2015,en,surprise,(I couldn't tweet about it until two days after I saw it because I was still in shock),[0  0  0  1  0  0  0  0]
670274170148770000,Fri Nov 27 16:13:09 +0000 2015,en,surprise,Lectures were actually okay today I'm in shock?,[1  0  0  0  0  0  0  0]
670274168198455000,Fri Nov 27 16:13:09 +0000 2015,es,surprise,"I'm still in shock I cannot be as pilot with the auto low and all. And slow down the traffic lights and you tell me ""I love you very bienn guacha"" todoo",[1  0  0  2  0  2  0  0]
670274165275025000,Fri Nov 27 16:13:08 +0000 2015,en,surprise,"RT @thehill: ""Revolt of the masses and Republican elite shock"" https://t.co/DiBA13U98F https://t.co/mhPj1kP6Ba",[0  0  0  0  0  0  0  0]
670274157272293000,Fri Nov 27 16:13:06 +0000 2015,en,surprise,@AttitudeMag not that sure I get the shock response to @loosewomen I mean who expects more from @nadiasawalha .. did they not see Big Brother,[1  0  1  1  0  0  1  0]
670274548684579000,Fri Nov 27 16:14:40 +0000 2015,in,surprise,RT @SaatnyaKuis: Surprise:p Don't sedihhh ... Kuisnya so kok skrng 1jt u/5 Winner Yes:D RT First dpng GUYS! Quiz Pulse Bentar first Yok!,[0  0  0  0  0  0  0  0]
670274547418026000,Fri Nov 27 16:14:39 +0000 2015,en,surprise,RT @cha_moz: @AdelineDosReis Surprise ! 💕,[0  0  0  0  0  0  1  0]
670274546633712000,Fri Nov 27 16:14:39 +0000 2015,en,surprise,I mean shit who drops mixtapes that could break the internet by surprise? It wouldnt be Wayne cuz he dropped his yesterday.,[0  0  1  0  0  0  1  0]
670274542993023000,Fri Nov 27 16:14:38 +0000 2015,en,surprise,RT @Mr_Tibbs8: Check out my surprise giveaway on my channel! Competition closes on the 1st December!  youtube  giveaway,[0  0  0  1  0  0  1  0]
670274538282832000,Fri Nov 27 16:14:37 +0000 2015,en,surprise, KCA  VoteJKT48ID KelFoxie: And surprise. Everyone is too busy to talk to me while I wait :/ Typical.,[0  0  0  0  0  0  1  0]
670274537737572000,Fri Nov 27 16:14:37 +0000 2015,fr,surprise,RT @DALS_TF1: DALS that made visit to @VincentNiclo and during their rehearsal's @KatrinaPatchett? 😁➡ https://t.co/vJg2Xj8dht,[0  0  0  1  0  0  0  0]
670274535158129000,Fri Nov 27 16:14:36 +0000 2015,en,surprise,RT @CNN: New England @Patriots quarterback Tom Brady gave his kids an odd Thanksgiving surprise https://t.co/uAPsMd9PNQ https://t.co/hjqju8…,[0  0  0  1  0  0  1  0]
670274533761225000,Fri Nov 27 16:14:36 +0000 2015,en,surprise,RT @lifeaseva: SURPRISE!!! NEW VIDEO!! My  BlackFriday haul! https://t.co/KFX8B1BFGm,[0  0  0  0  0  0  1  0]
670274531177718000,Fri Nov 27 16:14:35 +0000 2015,en,surprise,@chrisbrown is dropping a surprise mixtape at noon   BeforeTheParty https://t.co/MB3UW0SwHG,[0  0  0  0  0  0  1  0]
670274530426753000,Fri Nov 27 16:14:35 +0000 2015,en,surprise,RT @julesjumari: My parents told me that they have wanted to go for Umrah since I was a kid. Surprise  Mak &amp  Ayah!  umrah  surprise http://…,[0  0  0  1  0  0  2  0]
670274787999138000,Fri Nov 27 16:15:37 +0000 2015,en,surprise, MQM Seldom use street power... But when they Do so... They astonish opponents https://t.co/QtxSTeyKma  https://t.co/4mQ6O9hc5F,[1  0  0  0  0  0  1  0]
670274653164827000,Fri Nov 27 16:15:05 +0000 2015,en,surprise, MQM Seldom use street power... But when they Do so... They astonish opponents https://t.co/QtxSTeyKma @KunwarKhalidYun @SsamanJay  karachi,[1  0  0  0  0  0  1  0]
670274486130881000,Fri Nov 27 16:14:25 +0000 2015,en,surprise, MQM Seldom use street power... But when they Do so... They astonish opponents https://t.co/QtxSTeyKma   @humnawa17 @khaniqbalb,[1  0  0  0  0  0  1  0]
670274246397010000,Fri Nov 27 16:13:28 +0000 2015,en,surprise,@wearesupereight You astonish me! https://t.co/UCqysA9seH  KREATIFashion  FOLLOW_RTS ⌚27/11/2015 23:13:24 ⌛2203,[0  0  0  0  0  0  1  0]
670271256864813000,Fri Nov 27 16:01:35 +0000 2015,en,surprise,Hello   @boar @lufian @asian_pussy @laid @astonish @fy @dirtysex @biography @freexxx,[0  0  0  0  0  0  0  0]
670270994846740000,Fri Nov 27 16:00:32 +0000 2015,en,surprise,RT @TorontoUsman:  MQM Seldom use street power... But when they Do so... They astonish opponents https://t.co/QtxSTeyKma  https://t.co/ee1Uze…,[1  0  0  0  0  0  1  0]
670270975779480000,Fri Nov 27 16:00:28 +0000 2015,en,surprise,RT @TorontoUsman:  MQM Seldom use street power... But when they Do so... They astonish opponents https://t.co/QtxSTeyKma @KaleemAltafi @direc…,[1  0  0  0  0  0  1  0]
670270656349631000,Fri Nov 27 15:59:12 +0000 2015,en,surprise,RT @TorontoUsman:  MQM Seldom use street power... But when they Do so... They astonish opponents https://t.co/QtxSTeyKma @KaleemAltafi @direc…,[1  0  0  0  0  0  1  0]
670270048280429000,Fri Nov 27 15:56:47 +0000 2015,en,surprise,RT @TorontoUsman:  MQM Seldom use street power... But when they Do so... They astonish opponents https://t.co/QtxSTeyKma @KaleemAltafi @direc…,[1  0  0  0  0  0  1  0]
670270025933185000,Fri Nov 27 15:56:41 +0000 2015,en,surprise,RT @TorontoUsman:  MQM Seldom use street power... But when they Do so... They astonish opponents https://t.co/QtxSTeyKma  https://t.co/ee1Uze…,[1  0  0  0  0  0  1  0]
670274951773946000,Fri Nov 27 16:16:16 +0000 2015,en,surprise,RT @charlie_whiting: It never ceases to amaze me the things I have to remind Team Principals about.,[0  0  0  0  0  0  1  0]
670274839651873000,Fri Nov 27 16:15:49 +0000 2015,en,surprise,RT @_blasinbeauty_: I always get the short end of the stick😀 doesn't seem to amaze me,[0  0  0  0  0  0  1  0]
670274837219287000,Fri Nov 27 16:15:48 +0000 2015,en,surprise,@JoeyCece wow! Amaze! claps 4 u!,[0  0  0  0  0  0  1  0]
670274697716736000,Fri Nov 27 16:15:15 +0000 2015,en,surprise,RT @cemoshing: then: omg they are so on point i lov now: GORGEOUS SADOMACH SOULM8 WIFE WHO IS A CHAMELEON SO ART MUCH AMAZE  https://t.co/T…,[0  0  0  0  0  0  1  0]
670274630091825000,Fri Nov 27 16:14:59 +0000 2015,en,surprise,RT @NiallOfficial: Look at all you guys doing promo for us... You guys are incredible and never fail to amaze .. Love you all,[0  0  0  1  0  0  1  0]
670274550706258000,Fri Nov 27 16:14:40 +0000 2015,en,surprise,You seem to amaze me. Smh. You aren't showing anything.,[0  0  0  0  0  0  1  0]
670274504959115000,Fri Nov 27 16:14:29 +0000 2015,en,surprise,RT @zaynmalik: @hipsniaz never ceases to amaze me how incredible you guys are x,[0  0  0  0  0  0  1  0]
670274434435957000,Fri Nov 27 16:14:12 +0000 2015,en,surprise,RT @ShaharizShahrul: I like to amaze people. Especially when they talk bad about me,[0  0  0  2  0  0  1  0]
670274134417502000,Fri Nov 27 16:13:01 +0000 2015,en,surprise,then: omg they are so on point i lov now: GORGEOUS SADOMACH SOULM8 WIFE WHO IS A CHAMELEON SO ART MUCH AMAZE  https://t.co/TY4Gkox0Rm,[0  0  0  0  0  0  1  0]
670274080365498000,Fri Nov 27 16:12:48 +0000 2015,en,surprise,RT @ScientificIdeas: This never fails to amaze me. https://t.co/6tPiUYLyXs,[0  0  0  0  0  0  1  0]
670272631669572000,Fri Nov 27 16:07:03 +0000 2015,th,surprise,RT @PlobJai: since it is Friday in the University of life. There are no words that bring to life again the Hansa ยยยยยยยยยยย gu.,[0  0  0  0  0  0  0  0]
670235606149145000,Fri Nov 27 13:39:55 +0000 2015,en,surprise,RT @FarrukhHabibISF: IK will reach Jalsa GAH by passing all hurdles. Nawaz sharif cheap tactics can't stop Naya Pakistan movement https://t…,[0  0  0  1  0  0  0  0]
670222147084640000,Fri Nov 27 12:46:26 +0000 2015,in,surprise,RT @AimanRamdhan9: @faizaimanMZ add best going-out ngn bangla ni hihihihi  klh lesung batu lesung pipit here  kt  aummm hensem pndai. GL in spm br ...,[0  0  0  0  0  0  0  0]
670220870439178000,Fri Nov 27 12:41:22 +0000 2015,in,surprise,Add best @faizaimanMZ going-out ngn bangla ni hihihihi  klh lesung batu lesung pipit here  kt  aummm hensem pndai. GL in spm Bros.! Stupefy!,[0  0  0  0  0  0  1  0]
670204881840402000,Fri Nov 27 11:37:50 +0000 2015,en,surprise,MUST ADMIT  I ALWAYS STUPEFY EXUBERANT BICYCLE WIN: ASTON-MARTIN RADIO LITTLE PIG  LET BEN STILLER HAVE PEW BUPRESTID SMELL IN POO IN DIEM,[0  0  0  0  0  0  1  0]
670204509176525000,Fri Nov 27 11:36:21 +0000 2015,th,surprise,MALDIVE 19potassium_K REE a blank to the pool specified.,[0  0  0  0  0  0  0  0]
670201597088018000,Fri Nov 27 11:24:47 +0000 2015,en,surprise,@sussanley To sedate is to stupefy &amp  sedating to the point of stupor you can seduce into anything !! Even diabetes https://t.co/IQwnYB9U5O,[0  0  0  0  0  0  1  0]
670193996640096000,Fri Nov 27 10:54:35 +0000 2015,th,surprise,MALDIVE 19potassium_K is the phon is not Bangkok layout. Back again a cool episode,[0  0  0  0  0  0  0  0]
670192249578258000,Fri Nov 27 10:47:38 +0000 2015,th,surprise,MALDIVE 19potassium_K cool space? ma.,[0  0  0  0  0  0  0  0]
670178269120057000,Fri Nov 27 09:52:05 +0000 2015,en,surprise,RT @khalidkhan787: One of the most controversial power plant of Pakistan  Nandipur  crashes again  power production shut down due to TECH f…,[0  0  0  0  0  1  0  0]
670275174302904000,Fri Nov 27 16:17:09 +0000 2015,en,surprise,Liverpool stun City as Vardy helps Leicester go top - Namibian https://t.co/p50rIq9VqT,[0  0  0  0  0  0  1  0]
670275011962397000,Fri Nov 27 16:16:30 +0000 2015,en,surprise,RT @madi_yohn: @namffohyeliah your beauty continues to stun me more and more each day 😍❤️ https://t.co/P04n4rVccw,[0  0  0  0  0  0  1  0]
670275008103625000,Fri Nov 27 16:16:29 +0000 2015,en,surprise,RT @lidddled: Every time I link up with my girls   we be lit lol I swear we don't be stun nobody,[0  0  0  0  0  0  1  0]
670275007881179000,Fri Nov 27 16:16:29 +0000 2015,en,surprise,@CLeefan Have a great weekend yourself Linda! I hope you didn't stun too many turkeys :),[0  0  0  1  0  0  1  0]
670274627554423000,Fri Nov 27 16:14:58 +0000 2015,en,surprise,@namffohyeliah your beauty continues to stun me more and more each day 😍❤️ https://t.co/P04n4rVccw,[0  0  0  0  0  0  1  0]
670274549695447000,Fri Nov 27 16:14:40 +0000 2015,en,surprise,15 Magical Caves Of The World That May Stun You With Their Beauty https://t.co/USiZpYNy3v,[0  0  0  0  0  0  1  0]
670274361505415000,Fri Nov 27 16:13:55 +0000 2015,tl,surprise,stun moooo !!!!!,[0  0  0  0  0  0  1  0]
670274039739490000,Fri Nov 27 16:12:38 +0000 2015,en,surprise,Every time I link up with my girls   we be lit lol I swear we don't be stun nobody,[0  0  0  0  0  0  1  0]
670273716929085000,Fri Nov 27 16:11:21 +0000 2015,en,surprise,Bears Rising Packers Sliding: https://t.co/2crvMo7Bpl,[0  0  0  0  0  0  0  0]
670273573873914000,Fri Nov 27 16:10:47 +0000 2015,en,surprise,RT @doncastella: Watch This State Senator Stun Democrats with a Shocking Announcement https://t.co/9AhtDeR5bo via @deneenborelli,[1  0  0  0  0  0  1  0]
670275779746529000,Fri Nov 27 16:19:33 +0000 2015,en,surprise,RT @MostHatedCee: @_kmajorr awe mee??,[0  0  0  0  1  0  0  0]
670275765217440000,Fri Nov 27 16:19:30 +0000 2015,en,surprise,RT @Edaaaeee: Awe man Awe man😩🔥 @AyBeyBeyThree,[0  0  0  0  1  0  0  0]
670275719323324000,Fri Nov 27 16:19:19 +0000 2015,en,surprise,@VicTour_Njakes Awe boy,[0  0  0  0  1  0  0  0]
670275712763437000,Fri Nov 27 16:19:17 +0000 2015,en,surprise,MY LITTLE BEAN AWE https://t.co/njY8QbL2cC,[0  0  0  0  1  0  0  0]
670275698137797000,Fri Nov 27 16:19:14 +0000 2015,en,surprise,RT @JJWatt: I grew up in Wisconsin watching in awe of  4 every Sunday. He left it all on the field every single week. That's what made him …,[0  0  0  2  1  1  0  0]
670275632656347000,Fri Nov 27 16:18:58 +0000 2015,en,surprise,@gerrrdd awe thanks I'm thankful for me too,[0  0  0  1  1  0  0  0]
670275627942076000,Fri Nov 27 16:18:57 +0000 2015,en,surprise,RT @_Nijjj_x: Awe Nuk acting up on here 😂,[0  0  0  0  1  0  0  0]
670275622518850000,Fri Nov 27 16:18:56 +0000 2015,en,surprise,RT @Chinawhite58: @ODog_568 😂 awe man,[0  0  0  0  1  0  0  0]
670275573239804000,Fri Nov 27 16:18:44 +0000 2015,und,surprise,@pIastichan AWE,[0  0  0  0  1  0  0  0]
670275572782625000,Fri Nov 27 16:18:44 +0000 2015,en,surprise,Watching you sleep in awe of you. 😍,[0  0  0  0  1  0  0  0]
670275953113698000,Fri Nov 27 16:20:15 +0000 2015,en,surprise,RT @Bo_Analyst: No Wonder Y  24TheMovie team come up with a  FanMadePoster Comp  SO Nice to  Suriya fans FanMade Posters.. Keep Going https:…,[0  0  0  0  0  0  1  0]
670275949682930000,Fri Nov 27 16:20:14 +0000 2015,en,surprise,RT @THEGaryGreen: Given current distribution paradigm I wonder what would be involved in creating a new record label  Folkways  Sun  Chrysa…,[0  0  0  1  0  0  1  0]
670275949192208000,Fri Nov 27 16:20:14 +0000 2015,en,surprise,RT @THEGaryGreen: Given current distribution paradigm I wonder what would be involved in creating a new record label  Folkways  Sun  Chrysa…,[0  0  0  1  0  0  1  0]
670275948697154000,Fri Nov 27 16:20:13 +0000 2015,en,surprise,Swear ma wonder d same thing 😳 https://t.co/N6EDB5baJ9,[0  0  0  1  0  0  1  0]
670275947967287000,Fri Nov 27 16:20:13 +0000 2015,en,surprise,I wonder it's The third time 😁,[0  0  0  0  0  0  1  0]
670275945194852000,Fri Nov 27 16:20:13 +0000 2015,en,surprise,RT @modestmgmts: everyone: i wonder what would happen if 1d released a good single 1d: https://t.co/27vBzecVAW,[0  0  0  0  0  1  1  0]
670279941007777792,Fri Nov 27 16:36:05 +0000 2015,en,sad,ANGUISH-the sadness in this digital painting could be anywhere where terrorist operate and these people could be... https://t.co/XpkjrOkzO3,[0  0  0  0  0  1  0  0],
670279051144069120,Fri Nov 27 16:32:33 +0000 2015,en,sad,@22venkateshN @Jomc20 @bobathon clinic and please spare unsuspecting g sufferers further pain and anguish. Liar and cheat.,[0  0  0  1  0  1  0  0],
670278973423620096,Fri Nov 27 16:32:15 +0000 2015,en,sad,RT @RobertFife: ISIS Women and Enforcers in Syria Recount Collaboration  Anguish and Escape  via @nytimes https://t.co/VMbqRx7Uui,[0  0  0  0  0  1  0  0],
670277682718986240,Fri Nov 27 16:27:07 +0000 2015,en,sad,RT @nytimes: Aws was more into Hollywood  Dua into Bollywood. Then they became ISIS wives. https://t.co/fM4Yuqu14e https://t.co/fM1KHBtHOa,[0  0  0  0  0  1  0  0],
670277256275558400,Fri Nov 27 16:25:25 +0000 2015,en,sad,RT @jkgpons: "crying can sometimes feel so right. out of the overflow of anguish  tears bring comfort  God's comfort.",[0  0  0  0  0  1  0  0],
670276199113990144,Fri Nov 27 16:21:13 +0000 2015,en,sad,@LRBbookshop I can't answer. The anguish of choice.,[0  0  0  0  0  1  0  0],
670276105715232769,Fri Nov 27 16:20:51 +0000 2015,en,sad,RT @DMinghella: @hfxSue @edanaming @SarahBrownUK Yes Sue.  I met some parents who couldn't get their kids into school - the anguish was awf…,[0  0  0  1  0  1  1  0],
670273992649895936,Fri Nov 27 16:12:27 +0000 2015,en,sad,I wrote to you out of much affliction &amp  anguish of heart &amp  with many tears...to let you know the abundant love that I have for you.  2Cor2:4,[0  0  0  2  0  1  0  0],
670273719894278145,Fri Nov 27 16:11:22 +0000 2015,en,sad,I am always tearing sutures out to make the anguish last.,[1  0  0  1  0  1  0  0],
670280804845510658,Fri Nov 27 16:39:31 +0000 2015,en,sad,RT @HashtagAbdul: Every successful person has overcome hard times. Don’t be ashamed of your struggle  work past it.,[0  0  0  0  0  1  0  0],
670280791918792705,Fri Nov 27 16:39:28 +0000 2015,en,sad,@gravykun Haha  he looks like an ashamed cat. It literally is like a Tim and Eric Sketch.,[0  0  0  2  0  1  0  0],
670280784905961472,Fri Nov 27 16:39:26 +0000 2015,en,sad,RT @Jahsehlyn: If you're being a savage at the stores today for a sale  you should ashamed..  .. and should also buy me something. Thanks.,[1  0  0  0  0  1  0  0],
670280772184621056,Fri Nov 27 16:39:23 +0000 2015,en,sad,I've even got a bit of Dappy on my playlist and I am not one bit ashamed,[0  0  0  0  0  1  1  0],
670280764643221504,Fri Nov 27 16:39:22 +0000 2015,en,sad,RT @ItsDolapo_: Do you know how many times that "say the truth &amp  let the devil be ashamed" talk put me in trouble when i was a child? 😭😭😭,[1  0  0  1  1  0  0  0],
670280761656782848,Fri Nov 27 16:39:21 +0000 2015,en,sad,I am so ashamed to live in Texas,[0  0  0  0  0  1  0  0],
670280758641238017,Fri Nov 27 16:39:20 +0000 2015,en,sad,RT @VeganYogaDude: RT@spencerrayner  Never be ashamed of a scar...   Quote  &amp   inspiration by @DavidKWilliams https://t.co/QXKerQLi8T,[0  0  0  0  1  1  0  0],
670280738642595840,Fri Nov 27 16:39:15 +0000 2015,en,sad,RT @sempiternal_: you ever get embarrassed or ashamed  thinking back on how you used to let a motherfucker treat you??,[0  0  0  0  0  1  1  0],
670280721844609024,Fri Nov 27 16:39:11 +0000 2015,en,sad,RT @ebbycoleclinton: my nudes ever leak ima be sad af but not ashamed of my body lol ima just have to tweet through it.,[0  0  0  0  0  1  0  0],
670280717356687361,Fri Nov 27 16:39:10 +0000 2015,en,sad,📷 burningnights: Never be ashamed of what you feel. You have the right to feel any emotion that you... https://t.co/4OAaVca7VL,[0  0  0  0  0  1  0  0],
670281063147638784,Fri Nov 27 16:40:33 +0000 2015,en,sad,Me: you want me to sing  Ms. Louise: that will just depress me,[0  0  0  1  0  1  0  0],
670280345359552512,Fri Nov 27 16:37:42 +0000 2015,tl,sad,ayokong maramdaman to nabubuset ako!! depress -_-,[0  0  0  0  0  1  0  0],
670279111651295232,Fri Nov 27 16:32:48 +0000 2015,en,sad,When I'm depress  I cut my hair... I'm not there yet,[0  0  0  0  0  1  0  0],
670279105355476992,Fri Nov 27 16:32:46 +0000 2015,en,sad,RT @valliedoll: Who remember this in Juarez ? When I go to raves these days they depress me a bunch of dubstep and… https://t.co/be4VxqhBl2,[0  0  0  0  0  1  0  0],
670279101123567616,Fri Nov 27 16:32:45 +0000 2015,tl,sad,RT @rafcabristante: Nakaka-depress naman ang episode na ito.  Pero still  good job po  Ms. @jenny_ferre! :)  ALDUBDontGiveUpOnUs,[0  0  0  1  0  0  0  0],
670278777751121920,Fri Nov 27 16:31:28 +0000 2015,en,sad,When we go out we have to ditch the press ahhh man I got his bitch depress,[0  0  0  0  0  1  1  0],
670277325070577665,Fri Nov 27 16:25:42 +0000 2015,en,sad,RT @SaifulResha: Today? I just feel fine breathing here. It's okay to feel depress. It's about the way you handle it. How strong you are.,[0  0  0  1  0  1  0  0],
670277194808193024,Fri Nov 27 16:25:11 +0000 2015,en,sad,RT @NYSHEPAC: @UFCW " Education &amp  GenderPay Gaps Combine 2Depress Wages &amp  Grow Inequality" @forbes https://t.co/c6di1mjar0 @_SophistiKated_…,[0  0  0  0  0  1  0  0],
670277029317574656,Fri Nov 27 16:24:31 +0000 2015,en,sad,Who remember this in Juarez ? When I go to raves these days they depress me a bunch of dubstep and… https://t.co/be4VxqhBl2,[0  0  0  0  0  1  0  0],
670276934069186561,Fri Nov 27 16:24:08 +0000 2015,en,sad,RT @jdesmondharris: The facts depress me but @JanellRoss' writeup delights me: https://t.co/LzBGazHVk8 https://t.co/l6AvJRFUG5,[0  0  0  1  0  1  0  0],
670281494959525888,Fri Nov 27 16:42:16 +0000 2015,en,sad,RT @bacayan3: RT @LegionEditorSP: JOY DESPAIR LOVE "Forever Will Last If You Fight For Love Together.."   ALDUBStaySTRONG https://t.co/qOgk…,[1  0  0  1  0  1  0  0],
670281491398713344,Fri Nov 27 16:42:15 +0000 2015,en,sad,RT @LegionEditorSP: JOY DESPAIR LOVE "Forever Will Last If You Fight For Love Together.."   ALDUBStaySTRONG https://t.co/jIVcL0Ln83,[1  0  0  1  0  1  0  0],
670281484868132864,Fri Nov 27 16:42:13 +0000 2015,en,sad,RT @Hublife: Don't quit  reinvent. Don't cry  redefine. Don't despair  refocus. Don't say "easier said than done." You already know my resp…,[0  0  0  1  0  1  0  0],
670281482527617024,Fri Nov 27 16:42:13 +0000 2015,en,sad,RT @Hublife: Don't quit  reinvent. Don't cry  redefine. Don't despair  refocus. Don't say "easier said than done." You already know my resp…,[0  0  0  1  0  1  0  0],
670281467977736192,Fri Nov 27 16:42:09 +0000 2015,en,sad,RT @Hublife: Don't quit  reinvent. Don't cry  redefine. Don't despair  refocus. Don't say "easier said than done." You already know my resp…,[0  0  0  1  0  1  0  0],
670281443210317828,Fri Nov 27 16:42:03 +0000 2015,en,sad,RT @bacayan3: RT @LegionEditorSP: JOY DESPAIR LOVE "Forever Will Last If You Fight For Love Together.."   ALDUBStaySTRONG https://t.co/qOgk…,[1  0  0  1  0  1  0  0],
670281417390235649,Fri Nov 27 16:41:57 +0000 2015,en,sad,@RoosterTeeth The feel of utter despair when payday isn't until Tuesday :'(,[0  0  0  0  0  1  0  0],
670281416597368832,Fri Nov 27 16:41:57 +0000 2015,en,sad,RT @Hublife: Don't quit  reinvent. Don't cry  redefine. Don't despair  refocus. Don't say "easier said than done." You already know my resp…,[0  0  0  1  0  1  0  0],
670281416446377984,Fri Nov 27 16:41:57 +0000 2015,en,sad,soul deeply disturbed and sickened to the point of despair by the violence inherent in food and fashion.  signing off today. lovelovelove.,[0  0  1  1  1  2  0  0],
670281772458975232,Fri Nov 27 16:43:22 +0000 2015,en,sad,@ELrepGH  koko track is everything😫🙌 you never disappoint.... koko on the replay🎶,[1  0  0  0  0  1  0  0],
670281749390323712,Fri Nov 27 16:43:16 +0000 2015,en,sad,@javahouseafrica I've noted twice that the services at the Uganda House are a bit slow. However your meals never disappoint,[0  0  0  0  0  1  0  0],
670281707266945025,Fri Nov 27 16:43:06 +0000 2015,en,sad,I Rather Be By Myself  I'll Disappoint Less People.,[0  0  0  0  0  1  0  0],
670281668377317376,Fri Nov 27 16:42:57 +0000 2015,en,sad,@PSlade336 fab really didn't disappoint!!,[0  0  0  0  0  1  0  0],
670281613549379586,Fri Nov 27 16:42:44 +0000 2015,en,sad,RT @lukejamesbgn: Lots of mediocre/trash music coming out lately. I hope this Free Crack 3 doesn't disappoint!,[0  0  0  1  0  1  0  0],
670281597296517120,Fri Nov 27 16:42:40 +0000 2015,en,sad,RT @ramseyhailey22: Praying that @YoGottiKOM won't disappoint 🙏🏽 https://t.co/l7WFfXskj9,[0  0  0  0  0  1  0  0],
670281573929914368,Fri Nov 27 16:42:35 +0000 2015,en,sad,RT @__dilluminati: Wayne did not disappoint.,[0  0  0  0  0  1  0  0],
670281495802740736,Fri Nov 27 16:42:16 +0000 2015,en,sad,Fab seems to never disappoint me,[0  0  0  0  0  1  0  0],
670281457064001536,Fri Nov 27 16:42:07 +0000 2015,en,sad,Yall disappoint with chris brown as the surprise drop @DatPiff he shouldnt even be allowed on datpiff smh,[0  0  0  0  0  1  1  0],
670281350029680641,Fri Nov 27 16:41:41 +0000 2015,sl,sad,Don't Attach Your Faith To People  People Come And Go People Will Disappoint You  ALLAHﷻ Words Are Perfect And The Teaching Of Prophetﷺ.,[0  0  0  1  0  1  0  0],
670282050809663488,Fri Nov 27 16:44:28 +0000 2015,en,sad,The more loyal you are  the more disappointment you encounter and experience......,[0  0  0  0  0  1  0  0],
670282013463732224,Fri Nov 27 16:44:19 +0000 2015,en,sad,RT @willieb1k: Disappointment  https://t.co/BqVPSpBSsM,[0  0  0  0  0  1  0  0],
670281991380672512,Fri Nov 27 16:44:14 +0000 2015,en,sad,RT @_teuchme: You can't spell disappointment without men,[0  0  0  0  0  1  0  0],
670281988838965249,Fri Nov 27 16:44:14 +0000 2015,en,sad,RT @ESPNFC: Steven Gerrard has spoken of his disappointment that Liverpool missed out on Dele Alli. https://t.co/ppbQbeTuFw https://t.co/rz…,[0  0  0  0  0  1  0  0],
670281967271673856,Fri Nov 27 16:44:08 +0000 2015,en,sad,RT @FlatterySotong: Enough disappointment for 2015.,[0  0  0  0  0  1  0  0],
670281962498736129,Fri Nov 27 16:44:07 +0000 2015,en,sad,Final few spots for the Daff and Geometry event :)   Book now to avoid disappointment. https://t.co/cBZYNhAAF0,[0  0  0  0  0  1  0  0],
670281958849548288,Fri Nov 27 16:44:06 +0000 2015,en,sad,RT @switchfoot: "We must accept finite disappointment  but never lose infinite hope." - Martin Luther King  Jr. https://t.co/Ut2Io03yyS,[0  0  0  0  0  1  0  0],
670281955359875072,Fri Nov 27 16:44:06 +0000 2015,en,sad,RT @Icahaya293: Marry someone u know  someone u have seen his disappointment/anger and u know u can handle it. Marry someone you truly love…,[0  0  0  1  0  0  0  0],
670281942328147968,Fri Nov 27 16:44:02 +0000 2015,en,sad,RT @BeyondBrokenDep: such a disappointment when you defend someone for so long thinking they are different and they turn out to be just lik…,[1  0  0  0  0  1  0  0],
670281941124517890,Fri Nov 27 16:44:02 +0000 2015,en,sad,RT @myles3rvin: Look like disappointment. Look like a science project. Look like jail food. Dry ass biscuits. Is that Sloppy joe 😂😂😂 https:…,[0  0  0  3  0  1  0  0],
670282323783495680,Fri Nov 27 16:45:33 +0000 2015,en,sad,RT @ChildrensMinMag: "I call on the LORD in my distress  and he answers me." Psalm 120:1 (NIV),[0  0  0  0  0  1  0  0],
670282236625817600,Fri Nov 27 16:45:13 +0000 2015,en,sad, ModiMinistry Woman Passenger in Distress Gets Help After Her Tweet to Suresh Prabhu https://t.co/Rs6wGFfeQw,[0  0  0  0  0  1  1  0],
